ID;Name;Description;Coordinates
5478252;PASSERELLE DE SAINT-MAURICE;44 RUE DU MARECHAL LECLERC - 94069;48.8180424027,2.43331396144
5478260;VOISIN - REPUBLIQUE;8 RUE HENRI BARBUSSE - 94042;48.8127263806,2.46633220341
5478261;MAURICE BERTEAUX;6 BOULEVARD MAURICE BERTEAUX - 94068;48.8107185564,2.46956593433
5478278;AVENUE DE BONNEUIL;RUE CHEVALIER - 94068;48.7910086195,2.50488331643
5478366;BERCY;RUE DU GENERAL DE LANGLE DE CARY - 75112;48.8275501544,2.39291609994
5478405;CHATEAU DE VINCENNES;PISTE GARE ROUTIERE - 75112;48.8442170813,2.44079723454
5478421;CARREFOUR DE BEAUTE;AVENUE DU TREMBLAY - 75112;48.8274323439,2.46440858717
5478444;ADAMVILLE;3 PLACE JOHN KENNEDY - 94068;48.7939803689,2.487112868
5605607;CITE DU PONT DE PIERRE;AVENUE DE L'ILLUSTRATION - 93008;48.9105441627,2.41612901691
5605615;PLACE DE L'AMITIE;RUE JEAN-LOUP CHRETIEN - 93029;48.9216216188,2.42127347463
5605630;MAIRIE DE DRANCY;BOULEVARD PAUL VAILLANT-COUTURIER - 93029;48.9230571993,2.44635532441
5657317;MARSOULAN;44 COURS DE VINCENNES - 75120;48.8476593077,2.40281055193
5675615;CASALIS - SAVAR;FACE 96BIS RUE JULIETTE SAVAR - 94028;48.7804429369,2.46539516861
5675652;LES BERGES DE CHARENTON;FACE 40 QUAI DES CARRIERES - 94018;48.8189499167,2.40801422648
5675656;8 MAI 1945;AVENUE DU GENERAL LECLERC - 94046;48.8099089081,2.43279542006
5675670;JOHN KENNEDY;RUE RENE ARCOS - 94028;48.7779016782,2.46319938289
5675681;PETITS CARREAUX;AVENUE DU MARECHAL LECLERC - 94011;48.7730532554,2.49642167582
5688827;EXPLORADOME;AVENUE HENRI BARBUSSE - 94081;48.7927587262,2.39241629297
5688848;SAINT-SIMON;70 AVENUE DU GENERAL DE GAULLE - 94028;48.7948954868,2.4475144545
5709875;CASERNE DES GARDES;AVENUE DE SAINT-MAURICE - 75112;48.8277504112,2.41956965636
5709883;MAIRIE DE SAINT-MANDE;40 AVENUE DU GENERAL DE GAULLE - 94067;48.8429228637,2.41752402007
5709983;COQUILLIERE - LES HALLES;42 RUE DU LOUVRE - 75101;48.8633603317,2.34224028824
5710021;CUSTINE - RAMEY;25 R RAMEY - 75118;48.8887222106,2.34650846194
5710024;TRUDAINE;FACE 74 RUE RODIER - 75109;48.8810832296,2.34413608133
5710041;COQUILLIERE - LES HALLES;42 RUE DU LOUVRE - 75101;48.8633603317,2.34224028824
5710050;CONDORCET-TRUDAINE;62-64 RUE ROCHECHOUART - 75109;48.8810920532,2.3465479793
5710071;ERNEST RENAN;6 BIS RUE DES ROSIERS - 93070;48.9077752187,2.33347818842
5710077;SAINT-OUEN - LES DOCKS;RUE DES BATELIERS - 93070;48.9147216044,2.32481921496
6673062;COLLEGE PABLO PICASSO;AVENUE DE STALINGRAD - 95268;48.9726871593,2.41728849402
6682456;CONVENTION;77 RUE JULES AUFFRET - 93055;48.8834148853,2.41161802979
6682474;JEAN MOULIN;12 AVENUE EDOUARD VAILLANT - 93055;48.8990157052,2.39732760123
6682492;DANIELLE CASANOVA - PONT BLANC;FACE 84 RUE CHARLES TILLON - 93001;48.9188341303,2.39325964497
6682527;CONVENTION;73 AVENUE FAIDHERBE - 93061;48.8829477866,2.41123580287
6682538;PLACE DU 16 AOUT 1943;AVENUE LOUIS LARIVIERE - 93030;48.951703796,2.41658743995
6682564;DELIZY;AVENUE DU GENERAL LECLERC - 93055;48.8978608188,2.40573655826
6682567;8 MAI 1945;22 RUE JULES AUFFRET - 93055;48.8905428487,2.40982922555
6682600;FLEURY;90 AVENUE HENRI BARBUSSE - 92023;48.8113501449,2.25832694431
6682624;JARDIN PARISIEN - COQUELICOTS;52 RUE DE LA PORTE DE TRIVAUX - 92023;48.7909478914,2.25853478875
6682634;MEUDON-LA-FORET;AVENUE DU MARECHAL DE LATTRE DE TASSIGNY - 92048;48.7844055913,2.22592907839
6682696;ROGER SALOMON;FACE 242 RUE ANATOLE FRANCE - 93029;48.9351887154,2.45658419184
6682697;ANCIENNE MAIRIE DE LE_BLANC-MESNIL;18-20 AVENUE HENRI BARBUSSE - 93007;48.9370287159,2.45886652456
6682712;JARDINS DE LA NOUE;18 AVENUE SURCOUF - 93010;48.91859537,2.47638695629
6741224;HENRI BARBUSSE;80-82 AVENUE DE STALINGRAD - 93066;48.9467557052,2.37106406643
6741250;LE STADE;AVENUE PAUL FLEURY - 95197;48.9699448643,2.31994656869
6741289;JONCHEROLLES;100 AVENUE LENINE - 93059;48.956437357,2.35822915502
6741313;MONTGOLFIERE;21 BOULEVARD DES ASTRONAUTES - 93051;48.8314500362,2.57553212394
6741330;PLACE PABLO PICASSO;COURS DU LUZARD - 77083;48.8412993239,2.60564183015
6741332;FONTAINE AUX COULONS;FACE 14-16 COURS DU LUZARD - 77083;48.8449868239,2.60448983467
6741375;PLACE CHURCHILL;AVENUE DE CHAMPS - 93033;48.858786834,2.58162360523
6741397;C.R.O.U.S.;21 AVENUE AMPERE - 77083;48.84191228,2.58403590451
6741447;CHANTEPIE;AVENUE DE LA DIVISION LECLERC - 95585;48.9857484562,2.37169033166
6741606;PETIT PIERREFITTE;AVENUE ELISEE RECLUS - 93059;48.9525461305,2.35813206087
6741612;BUTTE PINSON;156 BOULEVARD JEAN MERMOZ - 93059;48.9729979876,2.36643996209
6741648;GUYNEMER;15 AVENUE ROGER SEMAT - 93066;48.9486729884,2.3573118394
6741651;COLLEGE LUCIE AUBRAC;RUE JEAN ALLEMANE - 93079;48.9601318408,2.35177545808
6741659;EGLISE DE VILLETANEUSE;FACE 49 RUE ROGER SALENGRO - 93079;48.9634486044,2.34405149655
6741685;MARCHE DE DEUIL-LA-BARRE;FACE 60 RUE DE LA BARRE - 95197;48.9720121769,2.32296263288
6742124;LA GALATHEE;RUE DU CAMP - 95197;48.9651739776,2.32947493904
6742166;ALEXANDRE DUMAS;21-23 RUE LA BRUYERE - 95197;48.9611641043,2.31494082962
6742275;DOCTEUR RAMPON;FACE 33 RUE DE PARIS - 95680;49.0059102728,2.38260398228
6742296;FLEMING;48 ROUTE DE DOMONT - 95229;49.0334785113,2.35317640404
6742367;GAILLARDS;17 AVENUE DES MORILLONS - 95268;48.9633076381,2.39778437694
6742375;HOTEL DE VILLE DE GARGES-LES-GONESSE;RUE ANDRE LE NOTRE - 95268;48.97157505,2.39831276197
6742376;VICTOR BALTARD;RUE VICTOR BALTARD - 95268;48.97234883,2.3964571974
6742414;LES CARREAUX;102 AVENUE PIERRE SEMARD - 95680;48.9993078449,2.41305483444
6742436;MARECHAL FOCH;10 AVENUE DU MARECHAL FOCH - 95229;49.0266553393,2.36724915908
6742444;PLACE DU SOUVENIR FRANCAIS;1 PLACE DU SOUVENIR FRANCAIS - 95585;48.9987940888,2.37989354742
6742450;GARGES-SARCELLES RER;PISTE GARE ROUTIERE - 95268;48.9771054871,2.39057870354
6748612;JOLIOT CURIE;7 AVENUE IRENE ET FREDERIC JOLIOT CURIE - 93066;48.9336175001,2.36918675934
6748613;HOPITAL DELAFONTAINE;AVENUE DU DOCTEUR LAMAZE - 93066;48.9359711626,2.3723665587
6783425;LYCEE D'EPINAY-SUR-SEINE;FACE 34 RUE DU COMMANDANT LOUIS BOUCHET - 93031;48.9530502535,2.3221218486
6783434;GILBERT BONNEMAISON;79 RUE DE PARIS - 93031;48.9542341066,2.30896696082
6783437;EPINAY - ORGEMONT;RUE FELIX MERLIN - 93031;48.9554523553,2.29552487461
6783440;LYON;FACE 78-80 RUE FELIX MERLIN - 93031;48.9551727262,2.2926457858
6830818;COLLEGE HENRI WALLON;RUE DU TIERS POT - 95268;48.9674411493,2.39844437713
6869554;DIVISION LECLERC - COURTILLIERES;AVENUE DES COURTILLIERES - 93055;48.9137125704,2.40821183504
6869571;BOBIGNY - PABLO PICASSO;PISTE GARE ROUTIERE - 93008;48.9065361672,2.44948344753
6869585;ETIENNE DOLET;RUE JEAN-JACQUES ROUSSEAU - 93010;48.9103911188,2.47561503886
6869658;CONSERVATOIRE JEAN WIENER;BOULEVARD LENINE - 93008;48.9063743772,2.43951722974
6869764;HOTEL DE VILLE DE BOBIGNY;BOULEVARD LENINE - 93008;48.9067118685,2.44409867982
6869794;ETIENNE DOLET;RUE JEAN-JACQUES ROUSSEAU - 93010;48.9103911188,2.47561503886
7013385;TOLBIAC - BAUDRICOURT;90 RUE DE TOLBIAC - 75113;48.8268320616,2.36445203184
7013428;CONVENTION - SAINT-CHARLES;53 RUE DE LA CONVENTION - 75115;48.8436473596,2.28252915984
7058161;JUSTE HERAS;FACE 19 AVENUE DESCARTES - 93007;48.9503705701,2.44376580035
7069314;LES VENETS;19 RUE DES VENETS - 92050;48.8898248162,2.20347400946
7069318;RUE DES ANCIENNES MAIRIES;23 RUE DE STALINGRAD - 92050;48.8928115211,2.19820525995
7069415;SUZANNE LENGLEN;23 RUE HENRY FARMAN - 75115;48.8332905822,2.27615512327
7069442;LYCEE E.J. MAREY;167 RUE DE SILLY - 92012;48.8322277403,2.23380412075
7131579;SAINT-DENIS - ANNA JACQUIN;25 RUE SAINT-DENIS - 92012;48.8446016815,2.23158711476
7131581;RUE DE SILLY - RUE DE PARIS;14 RUE DE SILLY - 92012;48.8410333921,2.23132206184
7131588;GALLIENI - THIERS;55 RUE GALLIENI - 92012;48.83746974,2.24764021434
7137417;PORTE DE SAINT-OUEN - HOPITAL BICHAT;AVENUE DE LA PORTE DE SAINT-OUEN - 75118;48.8994439777,2.32921217932
7153046;GARE DE LYON;FACE 189 RUE DE BERCY - 75112;48.8438611626,2.37339355276
7153093;BRETAGNE;240 AVENUE DE STALINGRAD - 94021;48.7682034449,2.36779337662
7153095;AUGUSTE PERRET;ESPLANADE AUGUSTE PERRET - 94073;48.7637808822,2.36940867388
7153125;PORTE DE L'ESSONNE;PISTE GARE ROUTIERE - 91027;48.7145333136,2.37235288016
7153136;MAIRIE DE JUVISY;FACE 28 AVENUE DE LA COUR DE FRANCE - 91326;48.6916850426,2.37045027362
7161665;CONCORDE - QUAI DES TUILERIES;QUAI DES TUILERIES - 75108;48.8637817105,2.32082656544
7168623;LES COURTILLES;BOULEVARD PIERRE DE COUBERTIN - 92036;48.9299523767,2.28433384025
7170673;MICHELET - PARC DES EXPOSITIONS;52 AVENUE DU 8 MAI 1945 - 93007;48.9431448154,2.43365520518
7176291;AUBER;FACE 8 RUE AUBER - 75109;48.8720330035,2.32989763833
7176306;GEORGES DUCERF;11 RUE ROGER SALENGRO - 93029;48.9209054586,2.44059596895
7176313;VOLTAIRE;RUE DE STALINGRAD - 93008;48.9143258407,2.43110631828
7176321;PIERRE SEMARD;AVENUE PAUL VAILLANT-COUTURIER - 93008;48.9102691607,2.44585119654
7176331;AVENUE DE ROSNY;AVENUE GALLIENI - 93010;48.9039073305,2.47134436764
7176418;GABRIEL PERI-METRO;PISTE GARE ROUTIERE - 92004;48.9162871834,2.29413830191
7176425;LES GRESILLONS RER;FACE 207 AVENUE DES GRESILLONS - 92036;48.9199146075,2.31475404782
5747132;VILLEPARISIS - MITRY-LE-NEUF RER;PISTE GARE ROUTIERE - 77294;48.9536714348,2.60324968041
5747204;CHEMIN DES VIGNES;FACE 210 AVENUE DU GENERAL LECLERC - 93055;48.9034169733,2.41679978829
5747227;LOUIS BLANC;217 RUE DU FAUBOURG SAINT-MARTIN - 75110;48.8807118407,2.36448030086
5747239;LYCEE CLAUDE-NICOLAS LEDOUX;BOULEVARD DE PARIS - 93057;48.9139833455,2.49232776659
5747242;MAISON DE QUARTIER;7 RUE PAUL VERLAINE - 92032;48.7861411238,2.29854445834
5761284;METALLURGIE;R DE LA METALLURGIE - 93066;48.9089673027,2.36510867339
5761966;CRIMEE - CURIAL;92 RUE DE L'OURCQ - 75119;48.8937677211,2.37393265935
5761991;BLANCHE;80 BOULEVARD DE CLICHY - 75118;48.8837166345,2.33358895849
5770763;GAMBETTA;0 R DU JAPON - 75120;48.8654651545,2.39957730108
5770770;BORREGO;162 RUE PELLEPORT - 75120;48.8726918052,2.39797831678
5770778;BOTZARIS;37-39 RUE DE CRIMEE - 75119;48.8792654833,2.38961961681
5770789;CANAL DE L'OURCQ;FACE 43 RUE DE L'OURCQ - 75119;48.8898011445,2.38325197001
5775590;GARE DE BOIS-COLOMBES;42 RUE DES BOURGUIGNONS - 92004;48.9129073593,2.27266613627
5775616;LA PAIX;FACE 42 RUE D'ESTIENNE D'ORVES - 92009;48.9161872664,2.27202116558
5816802;PYRAMIDE DE JUVISY;2 BIS AVENUE JULES VALLES - 91027;48.6983449809,2.37251848131
5922160;AVENUE DU CHATEAU;16 AVENUE DE PARIS - 94080;48.844849564,2.43686317617
5922210;MARIE-ANNE COLOMBIER;FACE 68 AVENUE GAMBETTA - 93006;48.8705416395,2.41695370781
5922211;MAIRIE DE BAGNOLET;29 AVENUE GAMBETTA - 93006;48.8692393979,2.41556211652
5944491;CARTIER BRESSON;47 R DENIS PAPIN - 93055;48.9023137941,2.39768586001
5944775;HUGO - BLUM;31-33 RUE VICTOR HUGO - 94046;48.8004600663,2.43604332546
5976699;PIERRELAIS - FONTENAY;FACE 1 RUE DES PIERRELAIS - 92020;48.7979561457,2.28759745605
5976724;CYRANO DE BERGERAC;6 AVENUE DE LA DIVISION LECLERC - 92019;48.7688497493,2.25039641042
5976732;LES VALLEES;203 AVENUE DE LA DIVISION LECLERC - 92019;48.7635794633,2.2736403109
5976736;CARREFOUR DU 19 MARS 1962;75 RUE VINCENT FAYO - 92019;48.763125514,2.28257317715
5991343;JEAN-PIERRE TIMBAUD;FACE 99 RUE SADI CARNOT - 93029;48.9254884512,2.44100062204
5991361;BAUDIN;155 AVENUE DE ROSNY - 93053;48.8985606383,2.47077165541
5991364;NOISY-LE-SEC RER;6 BOULEVARD DE LA REPUBLIQUE - 93053;48.8959020932,2.46090999194
6041760;BOURGOGNE;FACE 6-8 RUE DE MONTPELLIER - 91377;48.7344122424,2.2922101561
6041790;PRESIDENT ALLENDE;AVENUE DU PRESIDENT ALLENDE - 91377;48.7303581482,2.25733575018
6041801;LYCEE DE VILGENIS.;RUE DE VERSAILLES - 91377;48.7310747472,2.25374762144
6041809;PARC DE L'EFFORT MUTUEL;FACE 33 RUE DE L'EFFORT MUTUEL - 91377;48.7272446124,2.24045285735
6041843;CONCORDE;AVENUE LE CONCORDE - 91689;48.7215897723,2.30406715589
6041874;CANAL DE L'YVETTE;RUE DU CANAL - 91345;48.6962552815,2.28952756207
6041903;SAINT-ELOI;52 RUE DE GRAVIGNY - 91161;48.6954701763,2.30760049573
6046789;MAIL DE LA PLAINE;RUE DE TOURAINE - 92023;48.7837673345,2.24701201555
6046808;L'ONDE (MAISON DES ARTS);4 AVENUE LOUIS BREGUET - 78640;48.7820987283,2.18073928151
6187525;SADI CARNOT - JOLIOT CURIE;42 RUE SADI CARNOT - 92050;48.888846311,2.2044577938
6187527;PLACE DE LA BOULE - JOLIOT CURIE;20 AVENUE FREDERIC ET IRENE JOLIOT CURIE - 92050;48.8883231133,2.20272832035
6187571;GIRAUD TEULON;68 AVENUE DU GENERAL LECLERC - 78481;48.8938139798,2.09905852968
6195783;GARE D'EPINAY-SUR-ORGE RER;PLACE STALINGRAD - 91216;48.669856075,2.3317854623
6217355;PLACE DE LA BOULE - JOLIOT CURIE;20 AVENUE FREDERIC ET IRENE JOLIOT CURIE - 92050;48.8883231133,2.20272832035
6217401;KLEBER - PAUL VALERY;35-37 AVENUE KLEBER - 75116;48.8693823968,2.2920929156
6251728;ALBERT SARRAUT;RUE JEAN-BAPTISTE DE LA SALLE - 91027;48.7076985721,2.38269707675
6251748;PETIT PONT;4 RUE DU PETIT PONT - 75105;48.8524134097,2.34631131706
6251772;PORTE D'ITALIE;159 AVENUE D'ITALIE - 75113;48.8194631894,2.35953483177
6251795;LAMARTINE;67 AVENUE DE STALINGRAD - 94076;48.7831776135,2.36725814749
6251831;ARISTIDE BRIAND;AVENUE DE FONTAINEBLEAU - 91479;48.7083226225,2.3711942808
6251839;OBSERVATOIRE CAMILLE FLAMMARION;77 AVENUE DE LA COUR DE FRANCE - 91326;48.6951005403,2.37103629933
6251877;PORTE DE L'ESSONNE;PISTE GARE ROUTIERE - 91027;48.7143446602,2.37199959878
6251885;MARCHE DES GRAVILLIERS;FACE 36 AVENUE FRANCOIS MITTERRAND - 91027;48.700754181,2.37159672201
6251934;VIOLETTES;54-56 AV HENRI BARBUSSE - 91326;48.6979162905,2.36150597914
6251958;RUE D'ABLON;153-155 RUE ROBERT SCHUMAN - 91027;48.7180776821,2.40658651184
6251983;MARCHE DE JUVISY;FACE 8 AVENUE DU GENERAL DE GAULLE - 91326;48.6919342507,2.37835224595
6252007;DELALANDE PASTEUR;FACE 58 AV HENRI DUNANT - 91027;48.7132120452,2.39521142657
6252028;COUBERTIN;138 AVENUE DU 18 AVRIL 1944 - 91027;48.7043783697,2.39095096691
6252034;LYCEE MARCEL PAGNOL;28 AVENUE DU 18 AVRIL 1944 - 91027;48.6974702019,2.3811809354
6252057;LYCEE JEAN MONNET;64 AVENUE DU GENERAL DE GAULLE - 91326;48.6954121343,2.38032378967
6263541;PORTE DE BAGNOLET;2 AVENUE DE LA PORTE DE BAGNOLET - 75120;48.8645517882,2.40956127165
6263583;VAN DERHEYDEN;FACE 3 BOULEVARD GABRIEL PERI - 93064;48.8775505077,2.48435679629
6309106;MARCHE DE PUTEAUX;FACE 5 RUE CHANTECOQ - 92062;48.8828492987,2.23892224356
6309110;LE MOULIN;172 RUE DE LA REPUBLIQUE - 92062;48.8842712899,2.23079762598
6401850;PLACE DU GENERAL DE GAULLE;FACE 56 RUE ROGER SALENGRO - 94033;48.8517897899,2.4866534189
6401854;LYCEE LOUIS ARMAND;78 AVENUE DE NEUILLY - 94033;48.8478763417,2.48971977854
6401874;ARISTIDE BRIAND;164-166 BOULEVARD DE STALINGRAD - 94017;48.8225654823,2.4978938062
6401891;MAIRIE DE CHAMPIGNY;48 RUE ALBERT THOMAS - 94017;48.8140886611,2.5116534667
6423472;OBERKAMPF - RICHARD LENOIR;40 BOULEVARD VOLTAIRE - 75111;48.8634996426,2.37032868662
6423475;SAINT-AMBROISE;71 BOULEVARD VOLTAIRE - 75111;48.8612965104,2.37446816743
6423490;PICPUS;56 AVENUE DE SAINT-MANDE - 75112;48.8448011834,2.40298396115
6423494;PORTE DE SAINT-MANDE;4 AVENUE COURTELINE - 75112;48.8441225404,2.41081277856
6423920;MOLE CENTRAL.;ROUTE PRINCIPALE DU PORT - 92036;48.939676912,2.28607007155
6446081;POTERNE DES PEUPLIERS;1 RUE GOUTHIERE - 75113;48.8208485832,2.35102872728
6446084;JEAN JAURES - SAINT ELOI;8 RUE SAINT-ELOI - 94037;48.8135236876,2.35018303785
6446129;LA PLAINE;AVENUE DE LA DIVISION LECLERC - 94016;48.7862819788,2.3293521143
6446134;VERDUN;3-5 AVENUE GALLIENI - 94037;48.8168846979,2.35346380783
6449023;PONT DE LEVALLOIS - BECON-METRO;RUE ANATOLE FRANCE - 92044;48.8968783803,2.28046923798
6449052;MOLE CENTRAL;ROUTE PRINCIPALE DU PORT - 92036;48.9395695449,2.28718881575
6449058;CHEMIN DES PETITS MARAIS;23 CHEMIN DES PETITS MARAIS - 92036;48.9462958478,2.29841107564
6449061;DEQUEVAUVILLIERS;2 CHEMIN DES PETITS MARAIS - 92036;48.9462611788,2.30255878328
6456041;GENERAL LECLERC;2 BOULEVARD DE VALMY - 92025;48.9242634618,2.25278155564
6456069;DEFENSE OUEST;RUE D'ESTIENNE D'ORVES - 92025;48.9086794825,2.22979310779
6456091;MAIRIE DE COLOMBES;FACE 20 RUE DU BOURNARD - 92025;48.9232218406,2.25401064083
6456140;PLACE DE LA BOULE - JOLIOT CURIE;FACE 20 AVENUE FREDERIC ET IRENE JOLIOT CURIE - 92050;48.8885026569,2.20255068381
6563568;GUYNEMER - PLACE DES FUSILLES;85 RUE JEAN JAURES - 94076;48.7922106376,2.36663761891
6575229;MAIRIE DE ROMAINVILLE;5 AVENUE PAUL VAILLANT-COUTURIER - 93063;48.8850516712,2.43497805825
6575240;GAMBETTA;84 BOULEVARD MICHELET - 93053;48.8932506455,2.46113537135
6575242;NOISY-LE-SEC RER;FACE 108 RUE JEAN JAURES - 93053;48.895606812,2.45965529344
6578302;CROISSY-BEAUBOURG - Z.I. PARIEST;FACE 18 ALLEE DU 1ER MAI - 77146;48.8277780427,2.63737099245
6578338;SAINT-CLOUD;1 R DES CHAILLIERS - 92050;48.8826596732,2.20142120202
6578384;PARC DES ANCIENNES MAIRIES;FACE 27-29 R MAURICE THOREZ - 92050;48.8918828923,2.19569994286
6578387;ZILINA;R DE ZILINA - 92050;48.8978112496,2.19305297501
6591447;BELLEVILLE;5 RUE DE BELLEVILLE - 75119;48.8723589592,2.37751431368
6591470;RENNES - SAINT-PLACIDE;128 RUE DE RENNES - 75106;48.8461039947,2.32587058082
6591477;ARMORIQUE - MUSEE POSTAL;44 BOULEVARD DE VAUGIRARD - 75115;48.8410966709,2.3164630022
6591479;PASTEUR - LYCEE BUFFON;31 BOULEVARD PASTEUR - 75115;48.8432170144,2.31270397434
6591480;SEVRES - LECOURBE;FACE 4 BOULEVARD PASTEUR - 75115;48.8449602995,2.31131421077
6591489;PONT DE GRENELLE - MAURICE BOURDET;FACE 5 RUE MAURICE BOURDET - 75116;48.851042424,2.27904860356
6591501;PORTE DE SAINT-CLOUD - MURAT;124 BOULEVARD MURAT - 75116;48.8371811459,2.25898201657
6591560;MAIRIE DES LILAS - METRO;96 RUE DE PARIS - 93045;48.8796912116,2.41620470877
6591741;BOIS-PERRIER NORD;91 BOULEVARD ALSACE-LORRAINE - 93064;48.8844514747,2.48537118385
6591752;SALENGRO - AUFFRET;97 RUE DE BREMENT - 93053;48.8881932533,2.45880645241
6640101;ROMAINVILLE - CARNOT;12 AVENUE PIERRE KERAUTRET - 93063;48.8833924315,2.44157047153
7714455;LES PAROUZETS;FACE 47 AVENUE MARCEL CACHIN - 93072;48.9604208696,2.3820728158
7745660;MAIRIE DE CHAMPS;FACE 6-8 RUE DE PARIS - 77083;48.8523905043,2.60138197386
7867534;CENTRE SPORTIF - PISCINE;FACE 13 AVENUE THIERS - 93062;48.9007698251,2.51354010645
7867550;ARISTIDE BRIAND;125 RUE SADI CARNOT - 93029;48.9263257281,2.43927021632
7867562;LYCEE EUGENE DELACROIX;FACE 9-11 RUE DU DOCTEUR ALBERT SCHWEITZER - 93029;48.923899376,2.45835837321
1629;Villiers;Parc de Monceau - 75117;48.8813242939,2.31659676151
7714316;ARRAS;103 AVENUE FRANCOIS ARAGO - 92050;48.9011436666,2.22476496173
1704;Robespierre;185 rue de Paris - 93048;48.8556808082,2.42365908548
7714367;GENERAL KOENIG - PALAIS DES CONGRES;1 BOULEVARD PERSHING - 75117;48.8815124716,2.28528265058
1724;Saint-Lazare;Rue de l' Arcade - 75108;48.8760678144,2.32418810077
6741413;FONTAINE AUX COULONS;12 COURS DU LUZARD - 77083;48.8451580744,2.60427284205
1771;Orsay-Ville;Faculté des Sciences - 91471;48.6976016469,2.18207974855
6741607;JONCHEROLLES;125 AVENUE LENINE - 93059;48.9563474297,2.35857027726
1822;Monceau;1 Place de la République Dominicaine - 75108;48.8805768907,2.30941594616
6741646;TOUSSAINT LOUVERTURE;RUE TOUSSAINT LOUVERTURE - 93059;48.9494891222,2.36551252388
1882;Maraîchers;67 bis rue des Pyrénées - 75120;48.8526004024,2.40638498957
6742149;GARE DE DEUIL - MONTMAGNY;14 AVENUE DE LA GARE - 95427;48.9751583229,2.33610797355
2035;Château de Vincennes;Gare routière - 94080;48.8443251444,2.44055234621
2107;Avron;Terre-plein face au 35 boulevard de Charonne - 75111;48.8511938192,2.39823914082
6742271;PLACE DU SOUVENIR FRANCAIS;FACE AU 1 AVENUE MAX DORMOY - 95585;48.9991892926,2.3804401794
6742284;RUE DE LA LIBERATION N0 20;FACE 27 RUE DE LA LIBERATION - 95205;49.0229153394,2.37357338453
6742328;GARE DE SARCELLES-SAINT-BRICE;58 BOULEVARD DE LA GARE - 95539;48.9947989075,2.36758575303
2193;Boulogne-Jean-Jaurès;Rue du Chateau - 92012;48.8422801435,2.23886297537
6742438;MAIRIE CHATEAU;3 RUE PAUL LORILLON - 95205;49.0185732589,2.37892614151
2224151;TERMINAL-2D;AEROPORT CHARLES DE GAULLE - 93073;49.004324246,2.56638486348
2272;Maison Blanche;144 avenue d' Italie - 75113;48.8228787751,2.35807989429
6748614;HOPITAL DELAFONTAINE;AVENUE DU DOCTEUR LAMAZE - 93066;48.9367621402,2.37190329472
22793;Orly-Sud;AEROGARE - 94054;48.7289245758,2.36935994392
6783403;JEAN JAURES - SALENGRO;9 AVENUE JEAN JAURES - 93079;48.9644820117,2.34496608123
2287;Hoche;Centre Commercial - 93055;48.8914993838,2.40312496066
6783439;LYON;74 RUE FELIX MERLIN - 93031;48.955289655,2.29291860643
6830820;LES DOUCETTES;RUE DES PRIEUSES - 95268;48.9645313245,2.39474219075
2385;Palaiseau;Place de la Gare - 91477;48.7179194367,2.24650141633
2453;Rue de la Pompe (Avenue Georges Mandel);56 avenue Georges Mandel - 75116;48.8642533844,2.27791676203
6869650;CITE DU PONT DE PIERRE;AVENUE DE L'ILLUSTRATION - 93008;48.9105441627,2.41612901691
2506;Villejuif-Paul Vaillant Couturier (Hôpital Paul Brousse);Boulevard Maxime Gorky - 94076;48.7959941324,2.36823145192
2509;Villiers;Parc de Monceau - 75117;48.8813242939,2.31659676151
2519;Villejuif-Léo Lagrange;Rue du Dauphin - 94076;48.8037696633,2.36390930639
6951524;MAIRIE DESBASSAYNS;FACE 3 RUE DESBASSAYNS DE RICHEMONT - 92073;48.8699941858,2.22503689541
2536;La Fourche;Avenue de Clichy - 75117;48.8874368425,2.32572522202
7013413;VERCINGETORIX;233 RUE D'ALESIA - 75114;48.832476684,2.31182416062
3343757;Ecole Militaire;Avenue Duquesne - 75107;48.8542609216,2.30543956054
7013438;VERSAILLES - CHARDON LAGACHE;98 RUE CHARDON-LAGACHE - 75116;48.8395379473,2.26217813355
3442426;MUSEE DU LUXEMBOURG;4 RUE GUYNEMER - 75106;48.8482973915,2.33243393725
7058160;JUSTE HERAS;25-27 AVENUE DESCARTES - 93007;48.950504613,2.44461205495
3442435;GARE MONTPARNASSE;FACE 37 RUE DU DEPART - 75114;48.8412142766,2.32146004969
7069292;LA BERENGERE;222 BOULEVARD DE LA REPUBLIQUE - 92064;48.8570026247,2.21126772039
3442452;JEAN JAURES-JEAN BLEUZEN;91 RUE JEAN BLEUZEN - 92075;48.8239614753,2.29752260854
7069337;ROCHEGUDE;FACE 11-13 RUE SADI CARNOT - 92050;48.8895774403,2.19933149686
3442460;HOPITAUX BROUSSAIS ET SAINT-JOSEPH;113 RUE DIDOT - 75114;48.8278487608,2.31536569264
7069458;GAMBETTA;FACE 1 BIS AVENUE JEAN-BAPTISTE CLEMENT - 92012;48.8479173341,2.24133072838
3446770;RAYMOND QUENEAU - ROUTE DE NOISY;3 ROUTE DE NOISY - 93055;48.8954652805,2.4267786095
3616930;LEON BRY;19 RUE LEON BRY - 93032;48.885837862,2.53350859253
3619146;BARBUSSE-VEDRINES;ROND-POINT DE LA COMMUNE DE PARIS - 92046;48.8105288877,2.28478217887
3619334;AMBOILE-CENTRE;91-93 RUE D'AMBOILE - 94055;48.7861158827,2.53073786793
7153059;PLACE D'ITALIE;9 PLACE D'ITALIE - 75113;48.8316510026,2.35638172114
3619420;GUITTARD;42 AVENUE JEAN JAURES - 94017;48.8149772714,2.50623998606
